split,class,filename,source_stem,win_start,augmentation
train,noise,synth_noise_0053_w3500_absolute_aug_v1.png,synth_noise_0053,3500,aug_v1
train,noise,synth_noise_0053_w3500_absolute_aug_v2.png,synth_noise_0053,3500,aug_v2
train,noise,synth_noise_0053_w3500_absolute_aug_v3.png,synth_noise_0053,3500,aug_v3
train,noise,synth_noise_0053_w3500_absolute_aug_v4.png,synth_noise_0053,3500,aug_v4
train,noise,synth_noise_0282_w2000_absolute_orig.png,synth_noise_0282,2000,original
train,noise,synth_noise_0282_w2000_absolute_aug_v1.png,synth_noise_0282,2000,aug_v1
train,noise,synth_noise_0282_w2000_absolute_aug_v2.png,synth_noise_0282,2000,aug_v2
train,noise,synth_noise_0282_w2000_absolute_aug_v3.png,synth_noise_0282,2000,aug_v3
train,noise,synth_noise_0282_w2000_absolute_aug_v4.png,synth_noise_0282,2000,aug_v4
train,noise,synth_noise_0219_w3500_absolute_orig.png,synth_noise_0219,3500,original
train,noise,synth_noise_0219_w3500_absolute_aug_v1.png,synth_noise_0219,3500,aug_v1
train,noise,synth_noise_0219_w3500_absolute_aug_v2.png,synth_noise_0219,3500,aug_v2
train,noise,synth_noise_0219_w3500_absolute_aug_v3.png,synth_noise_0219,3500,aug_v3
train,noise,synth_noise_0219_w3500_absolute_aug_v4.png,synth_noise_0219,3500,aug_v4
train,noise,synth_noise_0249_w480_absolute_orig.png,synth_noise_0249,480,original
train,noise,synth_noise_0249_w480_absolute_aug_v1.png,synth_noise_0249,480,aug_v1
train,noise,synth_noise_0249_w480_absolute_aug_v2.png,synth_noise_0249,480,aug_v2
train,noise,synth_noise_0249_w480_absolute_aug_v3.png,synth_noise_0249,480,aug_v3
train,noise,synth_noise_0249_w480_absolute_aug_v4.png,synth_noise_0249,480,aug_v4
train,noise,synth_noise_0203_w2000_absolute_orig.png,synth_noise_0203,2000,original
train,noise,synth_noise_0203_w2000_absolute_aug_v1.png,synth_noise_0203,2000,aug_v1
train,noise,synth_noise_0203_w2000_absolute_aug_v2.png,synth_noise_0203,2000,aug_v2
train,noise,synth_noise_0203_w2000_absolute_aug_v3.png,synth_noise_0203,2000,aug_v3
train,noise,synth_noise_0203_w2000_absolute_aug_v4.png,synth_noise_0203,2000,aug_v4
train,noise,synth_noise_0243_w2000_absolute_orig.png,synth_noise_0243,2000,original
train,noise,synth_noise_0243_w2000_absolute_aug_v1.png,synth_noise_0243,2000,aug_v1
train,noise,synth_noise_0243_w2000_absolute_aug_v2.png,synth_noise_0243,2000,aug_v2
train,noise,synth_noise_0243_w2000_absolute_aug_v3.png,synth_noise_0243,2000,aug_v3
train,noise,synth_noise_0243_w2000_absolute_aug_v4.png,synth_noise_0243,2000,aug_v4
train,noise,synth_noise_0068_w480_absolute_orig.png,synth_noise_0068,480,original
train,noise,synth_noise_0068_w480_absolute_aug_v1.png,synth_noise_0068,480,aug_v1
train,noise,synth_noise_0068_w480_absolute_aug_v2.png,synth_noise_0068,480,aug_v2
train,noise,synth_noise_0068_w480_absolute_aug_v3.png,synth_noise_0068,480,aug_v3
train,noise,synth_noise_0068_w480_absolute_aug_v4.png,synth_noise_0068,480,aug_v4
train,noise,synth_noise_0192_w3500_absolute_orig.png,synth_noise_0192,3500,original
train,noise,synth_noise_0192_w3500_absolute_aug_v1.png,synth_noise_0192,3500,aug_v1
train,noise,synth_noise_0192_w3500_absolute_aug_v2.png,synth_noise_0192,3500,aug_v2
train,noise,synth_noise_0192_w3500_absolute_aug_v3.png,synth_noise_0192,3500,aug_v3
train,noise,synth_noise_0192_w3500_absolute_aug_v4.png,synth_noise_0192,3500,aug_v4
train,noise,synth_noise_0081_w3500_absolute_orig.png,synth_noise_0081,3500,original
train,noise,synth_noise_0081_w3500_absolute_aug_v1.png,synth_noise_0081,3500,aug_v1
train,noise,synth_noise_0081_w3500_absolute_aug_v2.png,synth_noise_0081,3500,aug_v2
train,noise,synth_noise_0081_w3500_absolute_aug_v3.png,synth_noise_0081,3500,aug_v3
train,noise,synth_noise_0081_w3500_absolute_aug_v4.png,synth_noise_0081,3500,aug_v4
train,noise,synth_noise_0222_w1000_absolute_orig.png,synth_noise_0222,1000,original
train,noise,synth_noise_0222_w1000_absolute_aug_v1.png,synth_noise_0222,1000,aug_v1
train,noise,synth_noise_0222_w1000_absolute_aug_v2.png,synth_noise_0222,1000,aug_v2
train,noise,synth_noise_0222_w1000_absolute_aug_v3.png,synth_noise_0222,1000,aug_v3
train,noise,synth_noise_0222_w1000_absolute_aug_v4.png,synth_noise_0222,1000,aug_v4
train,noise,synth_noise_0120_w2000_absolute_orig.png,synth_noise_0120,2000,original
train,noise,synth_noise_0120_w2000_absolute_aug_v1.png,synth_noise_0120,2000,aug_v1
train,noise,synth_noise_0120_w2000_absolute_aug_v2.png,synth_noise_0120,2000,aug_v2
train,noise,synth_noise_0120_w2000_absolute_aug_v3.png,synth_noise_0120,2000,aug_v3
train,noise,synth_noise_0120_w2000_absolute_aug_v4.png,synth_noise_0120,2000,aug_v4
train,noise,synth_noise_0221_w1000_absolute_orig.png,synth_noise_0221,1000,original
train,noise,synth_noise_0221_w1000_absolute_aug_v1.png,synth_noise_0221,1000,aug_v1
train,noise,synth_noise_0221_w1000_absolute_aug_v2.png,synth_noise_0221,1000,aug_v2
train,noise,synth_noise_0221_w1000_absolute_aug_v3.png,synth_noise_0221,1000,aug_v3
train,noise,synth_noise_0221_w1000_absolute_aug_v4.png,synth_noise_0221,1000,aug_v4
train,noise,synth_noise_0047_w2000_absolute_orig.png,synth_noise_0047,2000,original
train,noise,synth_noise_0047_w2000_absolute_aug_v1.png,synth_noise_0047,2000,aug_v1
train,noise,synth_noise_0047_w2000_absolute_aug_v2.png,synth_noise_0047,2000,aug_v2
train,noise,synth_noise_0047_w2000_absolute_aug_v3.png,synth_noise_0047,2000,aug_v3
train,noise,synth_noise_0047_w2000_absolute_aug_v4.png,synth_noise_0047,2000,aug_v4
train,noise,synth_noise_0258_w3500_absolute_orig.png,synth_noise_0258,3500,original
train,noise,synth_noise_0258_w3500_absolute_aug_v1.png,synth_noise_0258,3500,aug_v1
train,noise,synth_noise_0258_w3500_absolute_aug_v2.png,synth_noise_0258,3500,aug_v2
train,noise,synth_noise_0258_w3500_absolute_aug_v3.png,synth_noise_0258,3500,aug_v3
train,noise,synth_noise_0258_w3500_absolute_aug_v4.png,synth_noise_0258,3500,aug_v4
train,noise,synth_noise_0210_w1000_absolute_orig.png,synth_noise_0210,1000,original
train,noise,synth_noise_0210_w1000_absolute_aug_v1.png,synth_noise_0210,1000,aug_v1
train,noise,synth_noise_0210_w1000_absolute_aug_v2.png,synth_noise_0210,1000,aug_v2
train,noise,synth_noise_0210_w1000_absolute_aug_v3.png,synth_noise_0210,1000,aug_v3
train,noise,synth_noise_0210_w1000_absolute_aug_v4.png,synth_noise_0210,1000,aug_v4
train,noise,synth_noise_0183_w480_absolute_orig.png,synth_noise_0183,480,original
train,noise,synth_noise_0183_w480_absolute_aug_v1.png,synth_noise_0183,480,aug_v1
train,noise,synth_noise_0183_w480_absolute_aug_v2.png,synth_noise_0183,480,aug_v2
train,noise,synth_noise_0183_w480_absolute_aug_v3.png,synth_noise_0183,480,aug_v3
train,noise,synth_noise_0183_w480_absolute_aug_v4.png,synth_noise_0183,480,aug_v4
train,noise,synth_noise_0028_w2000_absolute_orig.png,synth_noise_0028,2000,original
train,noise,synth_noise_0028_w2000_absolute_aug_v1.png,synth_noise_0028,2000,aug_v1
train,noise,synth_noise_0028_w2000_absolute_aug_v2.png,synth_noise_0028,2000,aug_v2
train,noise,synth_noise_0028_w2000_absolute_aug_v3.png,synth_noise_0028,2000,aug_v3
train,noise,synth_noise_0028_w2000_absolute_aug_v4.png,synth_noise_0028,2000,aug_v4
train,noise,synth_noise_0266_w3500_absolute_orig.png,synth_noise_0266,3500,original
train,noise,synth_noise_0266_w3500_absolute_aug_v1.png,synth_noise_0266,3500,aug_v1
train,noise,synth_noise_0266_w3500_absolute_aug_v2.png,synth_noise_0266,3500,aug_v2
train,noise,synth_noise_0266_w3500_absolute_aug_v3.png,synth_noise_0266,3500,aug_v3
train,noise,synth_noise_0266_w3500_absolute_aug_v4.png,synth_noise_0266,3500,aug_v4
train,noise,synth_noise_0157_w2000_absolute_orig.png,synth_noise_0157,2000,original
train,noise,synth_noise_0157_w2000_absolute_aug_v1.png,synth_noise_0157,2000,aug_v1
train,noise,synth_noise_0157_w2000_absolute_aug_v2.png,synth_noise_0157,2000,aug_v2
train,noise,synth_noise_0157_w2000_absolute_aug_v3.png,synth_noise_0157,2000,aug_v3
train,noise,synth_noise_0157_w2000_absolute_aug_v4.png,synth_noise_0157,2000,aug_v4
train,noise,synth_noise_0037_w480_absolute_orig.png,synth_noise_0037,480,original
train,noise,synth_noise_0037_w480_absolute_aug_v1.png,synth_noise_0037,480,aug_v1
train,noise,synth_noise_0037_w480_absolute_aug_v2.png,synth_noise_0037,480,aug_v2
train,noise,synth_noise_0037_w480_absolute_aug_v3.png,synth_noise_0037,480,aug_v3
train,noise,synth_noise_0037_w480_absolute_aug_v4.png,synth_noise_0037,480,aug_v4
train,noise,synth_noise_0129_w1000_absolute_orig.png,synth_noise_0129,1000,original
train,noise,synth_noise_0129_w1000_absolute_aug_v1.png,synth_noise_0129,1000,aug_v1
train,noise,synth_noise_0129_w1000_absolute_aug_v2.png,synth_noise_0129,1000,aug_v2
train,noise,synth_noise_0129_w1000_absolute_aug_v3.png,synth_noise_0129,1000,aug_v3
train,noise,synth_noise_0129_w1000_absolute_aug_v4.png,synth_noise_0129,1000,aug_v4
train,noise,synth_noise_0126_w3500_absolute_orig.png,synth_noise_0126,3500,original
train,noise,synth_noise_0126_w3500_absolute_aug_v1.png,synth_noise_0126,3500,aug_v1
train,noise,synth_noise_0126_w3500_absolute_aug_v2.png,synth_noise_0126,3500,aug_v2
train,noise,synth_noise_0126_w3500_absolute_aug_v3.png,synth_noise_0126,3500,aug_v3
train,noise,synth_noise_0126_w3500_absolute_aug_v4.png,synth_noise_0126,3500,aug_v4
train,noise,synth_noise_0169_w480_absolute_orig.png,synth_noise_0169,480,original
train,noise,synth_noise_0169_w480_absolute_aug_v1.png,synth_noise_0169,480,aug_v1
train,noise,synth_noise_0169_w480_absolute_aug_v2.png,synth_noise_0169,480,aug_v2
train,noise,synth_noise_0169_w480_absolute_aug_v3.png,synth_noise_0169,480,aug_v3
train,noise,synth_noise_0169_w480_absolute_aug_v4.png,synth_noise_0169,480,aug_v4
train,noise,synth_noise_0047_w1000_absolute_orig.png,synth_noise_0047,1000,original
train,noise,synth_noise_0047_w1000_absolute_aug_v1.png,synth_noise_0047,1000,aug_v1
train,noise,synth_noise_0047_w1000_absolute_aug_v2.png,synth_noise_0047,1000,aug_v2
train,noise,synth_noise_0047_w1000_absolute_aug_v3.png,synth_noise_0047,1000,aug_v3
train,noise,synth_noise_0047_w1000_absolute_aug_v4.png,synth_noise_0047,1000,aug_v4
train,noise,synth_noise_0228_w1000_absolute_orig.png,synth_noise_0228,1000,original
train,noise,synth_noise_0228_w1000_absolute_aug_v1.png,synth_noise_0228,1000,aug_v1
train,noise,synth_noise_0228_w1000_absolute_aug_v2.png,synth_noise_0228,1000,aug_v2
train,noise,synth_noise_0228_w1000_absolute_aug_v3.png,synth_noise_0228,1000,aug_v3
train,noise,synth_noise_0228_w1000_absolute_aug_v4.png,synth_noise_0228,1000,aug_v4
train,noise,synth_noise_0125_w2000_absolute_orig.png,synth_noise_0125,2000,original
train,noise,synth_noise_0125_w2000_absolute_aug_v1.png,synth_noise_0125,2000,aug_v1
train,noise,synth_noise_0125_w2000_absolute_aug_v2.png,synth_noise_0125,2000,aug_v2
train,noise,synth_noise_0125_w2000_absolute_aug_v3.png,synth_noise_0125,2000,aug_v3
train,noise,synth_noise_0125_w2000_absolute_aug_v4.png,synth_noise_0125,2000,aug_v4
train,noise,synth_noise_0060_w2000_absolute_orig.png,synth_noise_0060,2000,original
train,noise,synth_noise_0060_w2000_absolute_aug_v1.png,synth_noise_0060,2000,aug_v1
train,noise,synth_noise_0060_w2000_absolute_aug_v2.png,synth_noise_0060,2000,aug_v2
train,noise,synth_noise_0060_w2000_absolute_aug_v3.png,synth_noise_0060,2000,aug_v3
train,noise,synth_noise_0060_w2000_absolute_aug_v4.png,synth_noise_0060,2000,aug_v4
train,noise,synth_noise_0109_w480_absolute_orig.png,synth_noise_0109,480,original
train,noise,synth_noise_0109_w480_absolute_aug_v1.png,synth_noise_0109,480,aug_v1
train,noise,synth_noise_0109_w480_absolute_aug_v2.png,synth_noise_0109,480,aug_v2
train,noise,synth_noise_0109_w480_absolute_aug_v3.png,synth_noise_0109,480,aug_v3
train,noise,synth_noise_0109_w480_absolute_aug_v4.png,synth_noise_0109,480,aug_v4
train,noise,synth_noise_0010_w3500_absolute_orig.png,synth_noise_0010,3500,original
train,noise,synth_noise_0010_w3500_absolute_aug_v1.png,synth_noise_0010,3500,aug_v1
train,noise,synth_noise_0010_w3500_absolute_aug_v2.png,synth_noise_0010,3500,aug_v2
train,noise,synth_noise_0010_w3500_absolute_aug_v3.png,synth_noise_0010,3500,aug_v3
train,noise,synth_noise_0010_w3500_absolute_aug_v4.png,synth_noise_0010,3500,aug_v4
train,noise,synth_noise_0208_w480_absolute_orig.png,synth_noise_0208,480,original
train,noise,synth_noise_0208_w480_absolute_aug_v1.png,synth_noise_0208,480,aug_v1
train,noise,synth_noise_0208_w480_absolute_aug_v2.png,synth_noise_0208,480,aug_v2
train,noise,synth_noise_0208_w480_absolute_aug_v3.png,synth_noise_0208,480,aug_v3
train,noise,synth_noise_0208_w480_absolute_aug_v4.png,synth_noise_0208,480,aug_v4
train,noise,synth_noise_0092_w3500_absolute_orig.png,synth_noise_0092,3500,original
train,noise,synth_noise_0092_w3500_absolute_aug_v1.png,synth_noise_0092,3500,aug_v1
train,noise,synth_noise_0092_w3500_absolute_aug_v2.png,synth_noise_0092,3500,aug_v2
train,noise,synth_noise_0092_w3500_absolute_aug_v3.png,synth_noise_0092,3500,aug_v3
train,noise,synth_noise_0092_w3500_absolute_aug_v4.png,synth_noise_0092,3500,aug_v4
train,noise,synth_noise_0274_w3500_absolute_orig.png,synth_noise_0274,3500,original
train,noise,synth_noise_0274_w3500_absolute_aug_v1.png,synth_noise_0274,3500,aug_v1
train,noise,synth_noise_0274_w3500_absolute_aug_v2.png,synth_noise_0274,3500,aug_v2
train,noise,synth_noise_0274_w3500_absolute_aug_v3.png,synth_noise_0274,3500,aug_v3
train,noise,synth_noise_0274_w3500_absolute_aug_v4.png,synth_noise_0274,3500,aug_v4
train,noise,synth_noise_0066_w2000_absolute_orig.png,synth_noise_0066,2000,original
train,noise,synth_noise_0066_w2000_absolute_aug_v1.png,synth_noise_0066,2000,aug_v1
train,noise,synth_noise_0066_w2000_absolute_aug_v2.png,synth_noise_0066,2000,aug_v2
train,noise,synth_noise_0066_w2000_absolute_aug_v3.png,synth_noise_0066,2000,aug_v3
train,noise,synth_noise_0066_w2000_absolute_aug_v4.png,synth_noise_0066,2000,aug_v4
train,noise,synth_noise_0022_w2000_absolute_orig.png,synth_noise_0022,2000,original
train,noise,synth_noise_0022_w2000_absolute_aug_v1.png,synth_noise_0022,2000,aug_v1
train,noise,synth_noise_0022_w2000_absolute_aug_v2.png,synth_noise_0022,2000,aug_v2
train,noise,synth_noise_0022_w2000_absolute_aug_v3.png,synth_noise_0022,2000,aug_v3
train,noise,synth_noise_0022_w2000_absolute_aug_v4.png,synth_noise_0022,2000,aug_v4
train,noise,synth_noise_0232_w480_absolute_orig.png,synth_noise_0232,480,original
train,noise,synth_noise_0232_w480_absolute_aug_v1.png,synth_noise_0232,480,aug_v1
train,noise,synth_noise_0232_w480_absolute_aug_v2.png,synth_noise_0232,480,aug_v2
train,noise,synth_noise_0232_w480_absolute_aug_v3.png,synth_noise_0232,480,aug_v3
train,noise,synth_noise_0232_w480_absolute_aug_v4.png,synth_noise_0232,480,aug_v4
train,noise,synth_noise_0075_w480_absolute_orig.png,synth_noise_0075,480,original
train,noise,synth_noise_0075_w480_absolute_aug_v1.png,synth_noise_0075,480,aug_v1
train,noise,synth_noise_0075_w480_absolute_aug_v2.png,synth_noise_0075,480,aug_v2
train,noise,synth_noise_0075_w480_absolute_aug_v3.png,synth_noise_0075,480,aug_v3
train,noise,synth_noise_0075_w480_absolute_aug_v4.png,synth_noise_0075,480,aug_v4
train,noise,synth_noise_0221_w3500_absolute_orig.png,synth_noise_0221,3500,original
train,noise,synth_noise_0221_w3500_absolute_aug_v1.png,synth_noise_0221,3500,aug_v1
train,noise,synth_noise_0221_w3500_absolute_aug_v2.png,synth_noise_0221,3500,aug_v2
train,noise,synth_noise_0221_w3500_absolute_aug_v3.png,synth_noise_0221,3500,aug_v3
train,noise,synth_noise_0221_w3500_absolute_aug_v4.png,synth_noise_0221,3500,aug_v4
train,noise,synth_noise_0233_w1000_absolute_orig.png,synth_noise_0233,1000,original
train,noise,synth_noise_0233_w1000_absolute_aug_v1.png,synth_noise_0233,1000,aug_v1
train,noise,synth_noise_0233_w1000_absolute_aug_v2.png,synth_noise_0233,1000,aug_v2
train,noise,synth_noise_0233_w1000_absolute_aug_v3.png,synth_noise_0233,1000,aug_v3
train,noise,synth_noise_0233_w1000_absolute_aug_v4.png,synth_noise_0233,1000,aug_v4
train,noise,synth_noise_0164_w3500_absolute_orig.png,synth_noise_0164,3500,original
train,noise,synth_noise_0164_w3500_absolute_aug_v1.png,synth_noise_0164,3500,aug_v1
train,noise,synth_noise_0164_w3500_absolute_aug_v2.png,synth_noise_0164,3500,aug_v2
train,noise,synth_noise_0164_w3500_absolute_aug_v3.png,synth_noise_0164,3500,aug_v3
train,noise,synth_noise_0164_w3500_absolute_aug_v4.png,synth_noise_0164,3500,aug_v4
train,noise,synth_noise_0274_w2000_absolute_orig.png,synth_noise_0274,2000,original
train,noise,synth_noise_0274_w2000_absolute_aug_v1.png,synth_noise_0274,2000,aug_v1
train,noise,synth_noise_0274_w2000_absolute_aug_v2.png,synth_noise_0274,2000,aug_v2
train,noise,synth_noise_0274_w2000_absolute_aug_v3.png,synth_noise_0274,2000,aug_v3
train,noise,synth_noise_0274_w2000_absolute_aug_v4.png,synth_noise_0274,2000,aug_v4
train,noise,synth_noise_0270_w2000_absolute_orig.png,synth_noise_0270,2000,original
train,noise,synth_noise_0270_w2000_absolute_aug_v1.png,synth_noise_0270,2000,aug_v1
train,noise,synth_noise_0270_w2000_absolute_aug_v2.png,synth_noise_0270,2000,aug_v2
train,noise,synth_noise_0270_w2000_absolute_aug_v3.png,synth_noise_0270,2000,aug_v3
train,noise,synth_noise_0270_w2000_absolute_aug_v4.png,synth_noise_0270,2000,aug_v4
train,noise,synth_noise_0097_w3500_absolute_orig.png,synth_noise_0097,3500,original
train,noise,synth_noise_0097_w3500_absolute_aug_v1.png,synth_noise_0097,3500,aug_v1
train,noise,synth_noise_0097_w3500_absolute_aug_v2.png,synth_noise_0097,3500,aug_v2
train,noise,synth_noise_0097_w3500_absolute_aug_v3.png,synth_noise_0097,3500,aug_v3
train,noise,synth_noise_0097_w3500_absolute_aug_v4.png,synth_noise_0097,3500,aug_v4
train,noise,synth_noise_0069_w1000_absolute_orig.png,synth_noise_0069,1000,original
train,noise,synth_noise_0069_w1000_absolute_aug_v1.png,synth_noise_0069,1000,aug_v1
train,noise,synth_noise_0069_w1000_absolute_aug_v2.png,synth_noise_0069,1000,aug_v2
train,noise,synth_noise_0069_w1000_absolute_aug_v3.png,synth_noise_0069,1000,aug_v3
train,noise,synth_noise_0069_w1000_absolute_aug_v4.png,synth_noise_0069,1000,aug_v4
train,noise,synth_noise_0078_w1000_absolute_orig.png,synth_noise_0078,1000,original
train,noise,synth_noise_0078_w1000_absolute_aug_v1.png,synth_noise_0078,1000,aug_v1
train,noise,synth_noise_0078_w1000_absolute_aug_v2.png,synth_noise_0078,1000,aug_v2
train,noise,synth_noise_0078_w1000_absolute_aug_v3.png,synth_noise_0078,1000,aug_v3
train,noise,synth_noise_0078_w1000_absolute_aug_v4.png,synth_noise_0078,1000,aug_v4
train,noise,synth_noise_0154_w2000_absolute_orig.png,synth_noise_0154,2000,original
train,noise,synth_noise_0154_w2000_absolute_aug_v1.png,synth_noise_0154,2000,aug_v1
train,noise,synth_noise_0154_w2000_absolute_aug_v2.png,synth_noise_0154,2000,aug_v2
train,noise,synth_noise_0154_w2000_absolute_aug_v3.png,synth_noise_0154,2000,aug_v3
train,noise,synth_noise_0154_w2000_absolute_aug_v4.png,synth_noise_0154,2000,aug_v4
train,noise,synth_noise_0202_w2000_absolute_orig.png,synth_noise_0202,2000,original
train,noise,synth_noise_0202_w2000_absolute_aug_v1.png,synth_noise_0202,2000,aug_v1
train,noise,synth_noise_0202_w2000_absolute_aug_v2.png,synth_noise_0202,2000,aug_v2
train,noise,synth_noise_0202_w2000_absolute_aug_v3.png,synth_noise_0202,2000,aug_v3
train,noise,synth_noise_0202_w2000_absolute_aug_v4.png,synth_noise_0202,2000,aug_v4
train,noise,synth_noise_0020_w2000_absolute_orig.png,synth_noise_0020,2000,original
train,noise,synth_noise_0020_w2000_absolute_aug_v1.png,synth_noise_0020,2000,aug_v1
train,noise,synth_noise_0020_w2000_absolute_aug_v2.png,synth_noise_0020,2000,aug_v2
train,noise,synth_noise_0020_w2000_absolute_aug_v3.png,synth_noise_0020,2000,aug_v3
train,noise,synth_noise_0020_w2000_absolute_aug_v4.png,synth_noise_0020,2000,aug_v4
train,noise,synth_noise_0130_w3500_absolute_orig.png,synth_noise_0130,3500,original
train,noise,synth_noise_0130_w3500_absolute_aug_v1.png,synth_noise_0130,3500,aug_v1
train,noise,synth_noise_0130_w3500_absolute_aug_v2.png,synth_noise_0130,3500,aug_v2
train,noise,synth_noise_0130_w3500_absolute_aug_v3.png,synth_noise_0130,3500,aug_v3
train,noise,synth_noise_0130_w3500_absolute_aug_v4.png,synth_noise_0130,3500,aug_v4
train,noise,synth_noise_0128_w480_absolute_orig.png,synth_noise_0128,480,original
train,noise,synth_noise_0128_w480_absolute_aug_v1.png,synth_noise_0128,480,aug_v1
train,noise,synth_noise_0128_w480_absolute_aug_v2.png,synth_noise_0128,480,aug_v2
train,noise,synth_noise_0128_w480_absolute_aug_v3.png,synth_noise_0128,480,aug_v3
train,noise,synth_noise_0128_w480_absolute_aug_v4.png,synth_noise_0128,480,aug_v4
train,noise,synth_noise_0089_w3500_absolute_orig.png,synth_noise_0089,3500,original
train,noise,synth_noise_0089_w3500_absolute_aug_v1.png,synth_noise_0089,3500,aug_v1
train,noise,synth_noise_0089_w3500_absolute_aug_v2.png,synth_noise_0089,3500,aug_v2
train,noise,synth_noise_0089_w3500_absolute_aug_v3.png,synth_noise_0089,3500,aug_v3
train,noise,synth_noise_0089_w3500_absolute_aug_v4.png,synth_noise_0089,3500,aug_v4
train,noise,synth_noise_0063_w1000_absolute_orig.png,synth_noise_0063,1000,original
train,noise,synth_noise_0063_w1000_absolute_aug_v1.png,synth_noise_0063,1000,aug_v1
train,noise,synth_noise_0063_w1000_absolute_aug_v2.png,synth_noise_0063,1000,aug_v2
train,noise,synth_noise_0063_w1000_absolute_aug_v3.png,synth_noise_0063,1000,aug_v3
train,noise,synth_noise_0063_w1000_absolute_aug_v4.png,synth_noise_0063,1000,aug_v4
train,noise,synth_noise_0255_w480_absolute_orig.png,synth_noise_0255,480,original
train,noise,synth_noise_0255_w480_absolute_aug_v1.png,synth_noise_0255,480,aug_v1
train,noise,synth_noise_0255_w480_absolute_aug_v2.png,synth_noise_0255,480,aug_v2
train,noise,synth_noise_0255_w480_absolute_aug_v3.png,synth_noise_0255,480,aug_v3
train,noise,synth_noise_0255_w480_absolute_aug_v4.png,synth_noise_0255,480,aug_v4
train,noise,synth_noise_0083_w2000_absolute_orig.png,synth_noise_0083,2000,original
train,noise,synth_noise_0083_w2000_absolute_aug_v1.png,synth_noise_0083,2000,aug_v1
train,noise,synth_noise_0083_w2000_absolute_aug_v2.png,synth_noise_0083,2000,aug_v2
train,noise,synth_noise_0083_w2000_absolute_aug_v3.png,synth_noise_0083,2000,aug_v3
train,noise,synth_noise_0083_w2000_absolute_aug_v4.png,synth_noise_0083,2000,aug_v4
train,noise,synth_noise_0110_w3500_absolute_orig.png,synth_noise_0110,3500,original
train,noise,synth_noise_0110_w3500_absolute_aug_v1.png,synth_noise_0110,3500,aug_v1
train,noise,synth_noise_0110_w3500_absolute_aug_v2.png,synth_noise_0110,3500,aug_v2
train,noise,synth_noise_0110_w3500_absolute_aug_v3.png,synth_noise_0110,3500,aug_v3
train,noise,synth_noise_0110_w3500_absolute_aug_v4.png,synth_noise_0110,3500,aug_v4
train,noise,synth_noise_0212_w2000_absolute_orig.png,synth_noise_0212,2000,original
train,noise,synth_noise_0212_w2000_absolute_aug_v1.png,synth_noise_0212,2000,aug_v1
train,noise,synth_noise_0212_w2000_absolute_aug_v2.png,synth_noise_0212,2000,aug_v2
train,noise,synth_noise_0212_w2000_absolute_aug_v3.png,synth_noise_0212,2000,aug_v3
train,noise,synth_noise_0212_w2000_absolute_aug_v4.png,synth_noise_0212,2000,aug_v4
train,noise,synth_noise_0132_w3500_absolute_orig.png,synth_noise_0132,3500,original
train,noise,synth_noise_0132_w3500_absolute_aug_v1.png,synth_noise_0132,3500,aug_v1
train,noise,synth_noise_0132_w3500_absolute_aug_v2.png,synth_noise_0132,3500,aug_v2
train,noise,synth_noise_0132_w3500_absolute_aug_v3.png,synth_noise_0132,3500,aug_v3
train,noise,synth_noise_0132_w3500_absolute_aug_v4.png,synth_noise_0132,3500,aug_v4
train,noise,synth_noise_0106_w2000_absolute_orig.png,synth_noise_0106,2000,original
train,noise,synth_noise_0106_w2000_absolute_aug_v1.png,synth_noise_0106,2000,aug_v1
